'p0'	0.000000
'p1'	0.750000
'p2'	0.750000
'p3'	0.750000
'p4'	0.000000
'p5'	0.750000
'p6'	0.750000
'p7'	0.750000
'p8'	0.000000
'p9'	0.000000
'p10'	0.750000
'p11'	0.750000
'p12'	1.000000
'p13'	0.000000
'p14'	0.750000
'p15'	0.750000
'p16'	0.000000
'p17'	0.000000
'p18'	0.000000
'p19'	0.750000
'p20'	0.000000
'p21'	0.000000
'p22'	0.000000
'p23'	0.000000
'p24'	0.000000
'p25'	0.000000
'p26'	0.000000
'p27'	0.000000
'p28'	0.000000
'p29'	0.000000
'p30'	0.000000
'p31'	0.000000
'p32'	0.000000
'p33'	0.000000
'p34'	0.000000
'p35'	0.000000
'p36'	0.000000
'p37'	0.000000
'p38'	0.000000
'p39'	0.000000
'p40'	0.000000
'p41'	0.000000
'p42'	0.000000
'p43'	0.000000
'p44'	0.000000
'p45'	0.000000
'p46'	0.000000
'p47'	0.000000
'p48'	0.000000
'p49'	0.000000
'p50'	0.000000
'p51'	0.000000
'p52'	0.000000
'p53'	0.000000
'p54'	0.000000
'p55'	0.000000
'p56'	0.000000
'p57'	0.000000
'p58'	0.000000
'p59'	0.000000
'p60'	0.000000
'p61'	0.000000
'p62'	0.000000
'p63'	0.000000
'p64'	0.000000
'p65'	1.000000
'p66'	0.000000
'p67'	0.000000
'p68'	0.000000
'p69'	0.000000
'p70'	0.000000
'p71'	0.000000
'p72'	0.000000
'p73'	0.750000
'p74'	0.000000
'p75'	0.000000
'p76'	1.000000
'p77'	0.750000
'p78'	0.750000
'p79'	0.750000
'p80'	0.750000
'p81'	0.000000
'p82'	0.000000
'p83'	0.750000
'p84'	0.750000
'p85'	0.750000
'p86'	0.750000
'p87'	0.750000
'p88'	0.750000
'p89'	0.000000
'p90'	1.000000
'p91'	0.000000
'p92'	0.000000
'p93'	0.000000
'p94'	0.000000
'p95'	0.000000
'p96'	0.000000
'p97'	0.000000
'p98'	0.000000
'p99'	0.000000
'p100'	0.000000
'p101'	0.000000
'p102'	0.000000
'p103'	0.000000
'p104'	0.750000
'p105'	0.000000
'p106'	0.000000
'p107'	0.000000
